Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Extent,Solidity,roundness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.8407485255624811,-1.1433188976830833,-1.3065981379637834,-0.6311530373331616,-1.5650525141146288,0.28908743915776014,0.3676134312154564,1.4238670661281898,0.6807863847543708,2.402172872282726,1.9257234678858226,0.8383710266352026,5
-0.8291876420787339,-1.0139238817823666,-1.3959111073254042,-0.4344445802595487,-1.9697843776922956,0.6974768199974984,-0.4629065812906649,0.23105403784939155,0.367966903175181,3.1008931403908897,2.6897016239724634,0.7711384173247077,5
-0.8071571679474633,-1.078829060169756,-1.2523566062451978,-0.5857346149149704,-1.5142913231289543,0.5781952220476548,0.5184168710637254,1.2528649442962685,0.6031288929621398,2.2350914685510546,1.8413557581904978,0.9167551409408153,5
-0.7857405460365685,-0.9772152153173674,-1.2788253123569326,-0.4392902822489571,-1.7416182571340024,0.6712596186930714,-2.241767087000007,0.5150491746569904,0.40171780664521284,2.5150747386737162,2.2042499558526685,-0.1979854442733906,5
-0.7812389630871448,-1.097384063712197,-1.380470910367732,-0.2666633640320595,-2.117992634136356,0.47602028228769444,0.8047724367414382,1.8749924027715827,0.1182682852496314,3.2709825046897705,3.013462211792453,0.9396398850692723,5
-0.7764986598297972,-1.0283488103411396,-1.2554558035620584,-0.4616689574149459,-1.6709617828985173,0.5287955197506589,0.5079087399209417,1.1856968637297178,0.4046757533997327,2.4113858358237765,2.118134434552928,0.9556081286558189,5
-0.7697462854056615,-0.8645178359042895,-1.273081930402122,-0.40543243790881156,-1.7694681774841954,0.2580997495589763,-0.6569394599352874,-0.33942780122531974,0.32030550464878393,2.5611501423603356,2.2991234198543435,0.9127696733270697,5
-0.7683139635581177,-1.0526159175898049,-1.2503654389041507,-0.4343826609871656,-1.693162811336578,0.42679468401742654,0.4772387140594369,1.5764623028303246,0.36840417176184853,2.420627054166845,2.1509078437945726,0.7514943558498007,5
-0.762652881970206,-1.0248300797900836,-1.24409418672685,-0.4250440550992121,-1.6921023896861696,0.4447160070279685,0.2774393394232034,1.3602335813679076,0.35045777172772513,2.4093228769195534,2.1542383851802662,0.8908392616356822,5
-0.7575715497015383,-1.0423163972633038,-1.2009897070837323,-0.4752943585992091,-1.5502858815280067,0.6916638568342359,0.7868586766503702,1.6297067335372681,0.4268474894335366,2.1684753613899255,1.9029986356041895,0.91561116818006,5
